,item_id,labels,en,es-CO,de,context
1007,vocab-item-156,vocab,the arbor,el quiosco,der Pavillon,"vocab-item-156

Sheet: translation-items-v2"
1009,vocab-item-158,vocab,the rosette,el rosetón,die rosette,"vocab-item-158

Sheet: translation-items-v2"
1010,vocab-item-159,vocab,the saffron,el azafrán,der safran,"vocab-item-159

Sheet: translation-items-v2"
1012,vocab-item-161,vocab,the skimmer,la desnatadora,der abschäumer,"vocab-item-161

Sheet: translation-items-v2"
1014,vocab-item-163,vocab,the suede,la gamuza,das wildleder,"vocab-item-163

Sheet: translation-items-v2"
1015,vocab-item-164,vocab,the turnstile,el torniquete,das Drehkreuz,"vocab-item-164

Sheet: translation-items-v2"
1016,vocab-item-165,vocab,the triad,la tríada,die triade,"vocab-item-165

Sheet: translation-items-v2"
1019,vocab-item-168,vocab,the steam,el vapor,der dampf,"vocab-item-168

Sheet: translation-items-v2"
1020,vocab-item-169,vocab,the vertebra,la vértebra,der wirbel,"vocab-item-169

Sheet: translation-items-v2"
1021,vocab-item-170,vocab,the bandage,el vendaje,der verband,"vocab-item-170

Sheet: translation-items-v2"
1030,ChildSurveyIntro,survey,"These questions ask you about how you feel at school and some of the things you do at school. There are no right or wrong answers. Choose the answer that best describes what you think. No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time. The first two are for practice.","Estas preguntas se refieren a cómo te sientes en la escuela, y a algunas de las cosas que haces en la escuela. No hay respuestas correctas ni incorrectas. Elige la respuesta que mejor diga lo que tú piensas. No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre. Las dos primeras preguntas son de práctica.","In diesen Fragen geht es darum, wie du dich in der Schule fühlst und was du in der Schule machst. Es gibt keine richtigen oder falschen Antworten. Wähle die Antwort, die am besten beschreibt, was du denkst. Nein, nie; Ja, manchmal; Ja, meistens; Ja, immer. Die ersten beiden Fragen sind zum Üben.","ChildSurveyIntro

Sheet: translation-items-v2"
1031,Example1Comic,survey,Do you like to read comic books?,¿Te gusta leer historietas (comics)?,Liest du gerne Comics?,"Example1Comic

Sheet: translation-items-v2"
1032,Example2Neat,survey,Are you neat and tidy at school?,¿Eres limpio y ordenado en el colegio?,Bist du in der Schule ordentlich?,"Example2Neat

Sheet: translation-items-v2"
1033,TeacherNice,survey,Is your teacher nice to you?,¿Te trata bien tu profesor?,Ist dein Lehrer nett zu dir?,"TeacherNice

Sheet: translation-items-v2"
1034,TeacherLike,survey,Does your teacher like you?,¿Le caes bien a tu profesor?,Mag dich dein Lehrer?,"TeacherLike

Sheet: translation-items-v2"
1035,TeacherListen,survey,Does your teacher listen to you?,¿Te escucha tu profesor?,Hört dein Lehrer dir zu?,"TeacherListen

Sheet: translation-items-v2"
1036,SchoolFun,survey,Is school fun?,¿Te diviertes en el colegio?,Macht die Schule Spaß?,"SchoolFun

Sheet: translation-items-v2"
1037,SchoolEnjoy,survey,Do you enjoy school?,¿Te gusta la escuela?,"Magst du es, in die Schule zu gehen?","SchoolEnjoy

Sheet: translation-items-v2"
1038,SchoolHappy,survey,Are you happy at school?,¿Te sientes feliz en la escuela?,Bist du glücklich in der Schule?,"SchoolHappy

Sheet: translation-items-v2"
1039,SchoolSafe,survey,Do you feel safe at school?,¿Te sientes seguro o segura en el colegio?,Fühlst du dich in der Schule sicher?,"SchoolSafe

Sheet: translation-items-v2"
1040,ClassFriends,survey,Do you have friends in your class?,¿Tienes amigos o amigas en tu clase?,Hast du Freunde in deiner Klasse?,"ClassFriends

Sheet: translation-items-v2"
1041,ClassHelp,survey,Do the kids in your class help you when you need it?,¿Te ayudan los niños y las niñas de tu clase cuando lo necesitas?,"Helfen dir die Kinder in deiner Klasse, wenn du Hilfe brauchst?","ClassHelp

Sheet: translation-items-v2"
1042,ClassPlay,survey,Do the kids in your class play with you?,¿Los niños y las niñas de tu clase juegan contigo?,Spielen die Kinder in deiner Klasse mit dir?,"ClassPlay

Sheet: translation-items-v2"
1043,ClassNice,survey,Are the kids in your class nice to you?,¿Los niños y las niñas de tu clase son amables contigo?,Sind die Kinder in deiner Klasse nett zu dir?,"ClassNice

Sheet: translation-items-v2"
1044,LonelySchool,survey,Do you feel lonely at school?,¿Te sientes solo o sola en el colegio?,Fühlst du dich in der Schule einsam?,"LonelySchool

Sheet: translation-items-v2"
1045,LearningGood,survey,Are you good at learning things in school?,¿Te queda fácil aprender en el colegio?,"Bist du gut darin, in der Schule etwas zu lernen?","LearningGood

Sheet: translation-items-v2"
1046,SchoolGiveUp,survey,"When schoolwork is hard, do you give up right away?","Cuando las tareas escolares son difíciles, ¿te rindes enseguida?","Gibst du sofort auf, wenn dir die Schularbeit schwer fällt?","SchoolGiveUp

Sheet: translation-items-v2"
1047,ReadingEnjoy,survey,Do you enjoy doing reading activities at school?,¿Te gusta hacer actividades de lectura en el colegio?,Macht es dir Spaß in der Schule zu lesen? ,"ReadingEnjoy

Sheet: translation-items-v2"
1048,MathEnjoy,survey,Do you enjoy doing math activities at school?,¿Te gusta hacer actividades de matemáticas en el colegio?,Hast du Spaß am Fach Mathe?,"MathEnjoy

Sheet: translation-items-v2"
1049,ReadingGood,survey,Are you good at reading?,¿Eres bueno o buena para la lectura?,Bist du gut im Lesen?,"ReadingGood

Sheet: translation-items-v2"
1050,MathGood,survey,Are you good at math?,¿Eres bueno o buena para las matemáticas?,Bist du gut in Mathe?,"MathGood

Sheet: translation-items-v2"
1051,GrowthMindSmart,survey,Some kids think they can get smarter if they work really hard. Do you think that you can get smarter if you work really hard?,Algunos niños y niñas piensan que pueden ser más inteligentes si se esfuerzan mucho. ¿Crees que tú puedes ser más inteligente si te esfuerzas mucho?,"Manche Kinder glauben, dass sie schlauer werden können, wenn sie sich anstrengen. Bist du auch der Meinung, dass du schlauer werden kannst, wenn du dich anstrengst?","GrowthMindSmart

Sheet: translation-items-v2"
1052,GrowthMindRead,survey,Some kids think they can get better at reading if they work really hard. Do you think that you can get better at reading if you work really hard?,Algunos niños y niñas creen que pueden mejorar en lectura si se esfuerzan mucho. ¿Crees que tú puedes mejorar en lectura si te esfuerzas mucho?,"Manche Kinder glauben, dass sie besser lesen können, wenn sie sich richtig anstrengen. Bist du auch der Meinung, dass du besser lesen kannst, wenn du dich richtig anstrengst?","GrowthMindRead

Sheet: translation-items-v2"
1053,GrowthMindMath,survey,Some kids think they can get better at math if they work really hard. Do you think that you can get better at math if you work really hard?,Algunos niños y niñas creen que pueden mejorar en matemáticas si se esfuerzan mucho. ¿Crees que tú puedes mejorar en matemáticas si te esfuerzas mucho?,"Manche Kinder glauben, dass sie in Mathematik besser werden können, wenn sie sich richtig anstrengen. Bist du auch der Meinung, dass man in Mathe besser wird, wenn man sich richtig anstrengt?","GrowthMindMath

Sheet: translation-items-v2"
1054,ChildSurveyRespoonses,survey,"No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time","No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre","Nein, nie; Ja, manchmal; Ja, meistens; Ja, immer","ChildSurveyRespoonses

Sheet: translation-items-v2"
1055,ToM-scene7-instruct1,,"Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it.","Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it.","Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it.","ToM-scene7-instruct1

Sheet: translation-items-v2"
1056,ToM-scene7-instruct2,,"But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk.","But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk.","But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk.","ToM-scene7-instruct2

Sheet: translation-items-v2"
1057,ToM-scene7-instruct3,,So now it’s playtime and Diana wants her toy.,So now it’s playtime and Diana wants her toy.,So now it’s playtime and Diana wants her toy.,"ToM-scene7-instruct3

Sheet: translation-items-v2"
1058,ToM-scene7-q1-false_belief,,Where will Diana look for her toy?,Where will Diana look for her toy?,Where will Diana look for her toy?,"ToM-scene7-q1-false_belief

Sheet: translation-items-v2"
1059,ToM-scene7-q2-reality_check,,And where is her toy really?,And where is her toy really?,And where is her toy really?,"ToM-scene7-q2-reality_check

Sheet: translation-items-v2"
1060,ToM-scene8-instruct1,,"This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.","This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.","This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.","ToM-scene8-instruct1

Sheet: translation-items-v2"
1061,ToM-scene8-instruct2,,"And then she went outside to play - see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the backpack shelf to behind the backpack shelf, see?","And then she went outside to play - see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the backpack shelf to behind the backpack shelf, see?","And then she went outside to play - see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the backpack shelf to behind the backpack shelf, see?","ToM-scene8-instruct2

Sheet: translation-items-v2"
1062,ToM-scene8-instruct3,,"Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.","Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.","Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.","ToM-scene8-instruct3

Sheet: translation-items-v2"
1063,ToM-scene8-q1-false_belief,,"Now, when Allie comes in from outside, where will she look first for her pencil?","Now, when Allie comes in from outside, where will she look first for her pencil?","Now, when Allie comes in from outside, where will she look first for her pencil?","ToM-scene8-q1-false_belief

Sheet: translation-items-v2"
1064,top,,On top of the backpack shelf,On top of the backpack shelf,On top of the backpack shelf,"top

Sheet: translation-items-v2"
1065,behind,,Behind the backpack shelf,Behind the backpack shelf,Behind the backpack shelf,"behind

Sheet: translation-items-v2"
1066,ToM-scene-8-instruct4,,"Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!","Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!","Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!","ToM-scene-8-instruct4

Sheet: translation-items-v2"
1067,ToM-scene-8-q2-emotion_reasoning,,How do you think Mike feels about Allie reaching for that pencil?,How do you think Mike feels about Allie reaching for that pencil?,How do you think Mike feels about Allie reaching for that pencil?,"ToM-scene-8-q2-emotion_reasoning

Sheet: translation-items-v2"
1068,ToM-scene-8-q3-emotion_reasoning,,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,"ToM-scene-8-q3-emotion_reasoning

Sheet: translation-items-v2"
1069,ToM-scene-8-q4-false_belief,,Is Allie being mean and naughty for taking Mike’s pencil?,Is Allie being mean and naughty for taking Mike’s pencil?,Is Allie being mean and naughty for taking Mike’s pencil?,"ToM-scene-8-q4-false_belief

Sheet: translation-items-v2"
1070,ToM-scene-8-q5-false_belief,,Should Allie get in trouble with the teacher for taking Mike’s pencil?,Should Allie get in trouble with the teacher for taking Mike’s pencil?,Should Allie get in trouble with the teacher for taking Mike’s pencil?,"ToM-scene-8-q5-false_belief

Sheet: translation-items-v2"
1071,ToM-scene-8-q6-reality_check,,Can you help Mike find his pencil? Is it on top of the shelf or behind the shelf?,Can you help Mike find his pencil? Is it on top of the shelf or behind the shelf?,Can you help Mike find his pencil? Is it on top of the shelf or behind the shelf?,"ToM-scene-8-q6-reality_check

Sheet: translation-items-v2"
1072,ToM-scene-8-q7-reality_check,,Can you help Allie find her pencil? Is it on top of the shelf or behind the shelf?,Can you help Allie find her pencil? Is it on top of the shelf or behind the shelf?,Can you help Allie find her pencil? Is it on top of the shelf or behind the shelf?,"ToM-scene-8-q7-reality_check

Sheet: translation-items-v2"
1073,ToM-scene-9-instruct1,,"This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark’s drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books - a book about cups and a book about hills.","This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark’s drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books - a book about cups and a book about hills.","This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark’s drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books - a book about cups and a book about hills.","ToM-scene-9-instruct1

Sheet: translation-items-v2"
1074,ToM-scene-9-instruct2,,"Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!","Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!","Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!","ToM-scene-9-instruct2

Sheet: translation-items-v2"
1075,ToM-scene-9-q1-reality_check,,What did Mark mean to draw?,What did Mark mean to draw?,What did Mark mean to draw?,"ToM-scene-9-q1-reality_check

Sheet: translation-items-v2"
1076,hill,,A hill,A hill,A hill,"hill

Sheet: translation-items-v2"
1077,cup,,A cup,A cup,A cup,"cup

Sheet: translation-items-v2"
1078,ToM-scene-9-q2-false_belief,,"When Mom sees the picture, what book will she give Mark? ","When Mom sees the picture, what book will she give Mark? ","When Mom sees the picture, what book will she give Mark? ","ToM-scene-9-q2-false_belief

Sheet: translation-items-v2"
1079,ToM-scene-9-q3-reality_check,,What book does Mark really want? ,What book does Mark really want? ,What book does Mark really want? ,"ToM-scene-9-q3-reality_check

Sheet: translation-items-v2"
1080,hillsbook,,The book about hills,The book about hills,The book about hills,"hillsbook

Sheet: translation-items-v2"
1081,cupbook,,The book about cups,The book about cups,The book about cups,"cupbook

Sheet: translation-items-v2"
1082,ToM-scene-9-q4-emotion_reasoning,,"Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?","Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?","Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?","ToM-scene-9-q4-emotion_reasoning

Sheet: translation-items-v2"
1083,ToM-scene-10-instruct1,,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought - there is one storybook for every kid.,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought - there is one storybook for every kid.,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought - there is one storybook for every kid.,"ToM-scene-10-instruct1

Sheet: translation-items-v2"
1084,ToM-scene-10-instruct2,,"Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk.","Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk.","Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk.","ToM-scene-10-instruct2

Sheet: translation-items-v2"
1085,ToM-scene-10-q1-emotion_reasoning,,How does Megan feel about being the only child without a storybook?,How does Megan feel about being the only child without a storybook?,How does Megan feel about being the only child without a storybook?,"ToM-scene-10-q1-emotion_reasoning

Sheet: translation-items-v2"
1086,ToM-scene-10-q2-emotion_reasoning,,How would Megan feel if she received a book?,How would Megan feel if she received a book?,How would Megan feel if she received a book?,"ToM-scene-10-q2-emotion_reasoning

Sheet: translation-items-v2"
1087,ToM-scene-10-instruct3,,"Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” and Brian tells Teacher Sarah “No, there is no storybook left - they are all being used right now.”","Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” and Brian tells Teacher Sarah “No, there is no storybook left - they are all being used right now.”","Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” and Brian tells Teacher Sarah “No, there is no storybook left - they are all being used right now.”","ToM-scene-10-instruct3

Sheet: translation-items-v2"
1088,ToM-scene-10-q3-reality_check,,Is Brian lying?,Is Brian lying?,Is Brian lying?,"ToM-scene-10-q3-reality_check

Sheet: translation-items-v2"
1089,ToM-scene-10-q4-reality_check,,"Is there still a storybook left, that isn’t being used right now?","Is there still a storybook left, that isn’t being used right now?","Is there still a storybook left, that isn’t being used right now?","ToM-scene-10-q4-reality_check

Sheet: translation-items-v2"
1090,ToM-scene-10-instruct4,,"Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah - is there an extra storybook for me? And Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”","Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah - is there an extra storybook for me? And Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”","Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah - is there an extra storybook for me? And Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”","ToM-scene-10-instruct4

Sheet: translation-items-v2"
1091,ToM-scene-10-q5-false_belief,,Is Teacher Sarah lying?,Is Teacher Sarah lying?,Is Teacher Sarah lying?,"ToM-scene-10-q5-false_belief

Sheet: translation-items-v2"
1092,ToM-scene-10-q6-reality_check,,"Is there still a storybook left, that isn’t being used right now?","Is there still a storybook left, that isn’t being used right now?","Is there still a storybook left, that isn’t being used right now?","ToM-scene-10-q6-reality_check

Sheet: translation-items-v2"
1093,ToM-scene-11-instruct1,,"This is Josh. And earlier today, Josh was tidying his room. Josh put his big basketball on his desk, his medium-sized soccer ball on his table, and his small baseball down on the bottom shelf.","This is Josh. And earlier today, Josh was tidying his room. Josh put his big basketball on his desk, his medium-sized soccer ball on his table, and his small baseball down on the bottom shelf.","This is Josh. And earlier today, Josh was tidying his room. Josh put his big basketball on his desk, his medium-sized soccer ball on his table, and his small baseball down on the bottom shelf.","ToM-scene-11-instruct1

Sheet: translation-items-v2"
1094,ToM-scene-11-instruct2,,"Josh’s mom just walked in and Josh asks his mom to get one of the toys. And Josh tells his mom, “I want the small ball!”","Josh’s mom just walked in and Josh asks his mom to get one of the toys. And Josh tells his mom, “I want the small ball!”","Josh’s mom just walked in and Josh asks his mom to get one of the toys. And Josh tells his mom, “I want the small ball!”","ToM-scene-11-instruct2

Sheet: translation-items-v2"
1095,ToM-scene-11-q1-reference,,Which ball will mom get for Josh?,Which ball will mom get for Josh?,Which ball will mom get for Josh?,"ToM-scene-11-q1-reference

Sheet: translation-items-v2"
1096,ToM-scene-11-q2-reality_check,,Which ball does Josh want?,Which ball does Josh want?,Which ball does Josh want?,"ToM-scene-11-q2-reality_check

Sheet: translation-items-v2"
1097,baseball,,The baseball,The baseball,The baseball,"baseball

Sheet: translation-items-v2"
1098,soccerball,,The soccer ball,The soccer ball,The soccer ball,"soccerball

Sheet: translation-items-v2"
1099,basketball,,The basketball,The basketball,The basketball,"basketball

Sheet: translation-items-v2"
1100,ToM-scene-11-q3-emotion_reasoning,,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?,"ToM-scene-11-q3-emotion_reasoning

Sheet: translation-items-v2"
1101,ToM-scene-11-q4-emotion_reasoning,,How do you think Josh would feel if he had received the correct toy?,How do you think Josh would feel if he had received the correct toy?,How do you think Josh would feel if he had received the correct toy?,"ToM-scene-11-q4-emotion_reasoning

Sheet: translation-items-v2"
1102,ToM-scene-12-instruct1,,"This morning, Dad asked Emma what toy she would like to take to school, and Emma told him that she would like to play with her green ball at recess.","This morning, Dad asked Emma what toy she would like to take to school, and Emma told him that she would like to play with her green ball at recess.","This morning, Dad asked Emma what toy she would like to take to school, and Emma told him that she would like to play with her green ball at recess.","ToM-scene-12-instruct1

Sheet: translation-items-v2"
1103,ToM-scene-12-instruct2,,"Then Emma went to her room to get ready for school. While she was getting ready, she changed her mind, so she yelled to her dad, “Actually, may I please have my red ball instead?” and kept getting ready for school. But Dad did not hear Emma ask for her red ball.","Then Emma went to her room to get ready for school. While she was getting ready, she changed her mind, so she yelled to her dad, “Actually, may I please have my red ball instead?” and kept getting ready for school. But Dad did not hear Emma ask for her red ball.","Then Emma went to her room to get ready for school. While she was getting ready, she changed her mind, so she yelled to her dad, “Actually, may I please have my red ball instead?” and kept getting ready for school. But Dad did not hear Emma ask for her red ball.","ToM-scene-12-instruct2

Sheet: translation-items-v2"
1104,ToM-scene-12-q1-false_belief,,Which toy does Dad think Emma wants to bring to school?,Which toy does Dad think Emma wants to bring to school?,Which toy does Dad think Emma wants to bring to school?,"ToM-scene-12-q1-false_belief

Sheet: translation-items-v2"
1105,ToM-scene-12-instruct3,,"Dad didn’t hear Emma say she wants her red ball. So dad thinks Emma wants her green ball. Dad goes to pack Emma’s bag, but can’t find her green ball in the toy box! But dad finds a purple ball in the toy box, so he packs the purple ball for Emma instead.","Dad didn’t hear Emma say she wants her red ball. So dad thinks Emma wants her green ball. Dad goes to pack Emma’s bag, but can’t find her green ball in the toy box! But dad finds a purple ball in the toy box, so he packs the purple ball for Emma instead.","Dad didn’t hear Emma say she wants her red ball. So dad thinks Emma wants her green ball. Dad goes to pack Emma’s bag, but can’t find her green ball in the toy box! But dad finds a purple ball in the toy box, so he packs the purple ball for Emma instead.","ToM-scene-12-instruct3

Sheet: translation-items-v2"
1106,ToM-scene-12-q2-false_belief,,Does Emma know that Dad packed the purple ball?,Does Emma know that Dad packed the purple ball?,Does Emma know that Dad packed the purple ball?,"ToM-scene-12-q2-false_belief

Sheet: translation-items-v2"
1107,ToM-scene-12-q3-false_belief,,Which ball does Emma think Dad packed?,Which ball does Emma think Dad packed?,Which ball does Emma think Dad packed?,"ToM-scene-12-q3-false_belief

Sheet: translation-items-v2"
1108,greenball,,The green ball,The green ball,The green ball,"greenball

Sheet: translation-items-v2"
1109,redball,,The red ball,The red ball,The red ball,"redball

Sheet: translation-items-v2"
1110,purpleball,,The purple ball,The purple ball,The purple ball,"purpleball

Sheet: translation-items-v2"
1111,ToM-scene-12-instruct4,,"On the way to school, Dad tells Emma, “I’m so sorry - I couldn’t pack the toy that you wanted because I couldn’t find it”.","On the way to school, Dad tells Emma, “I’m so sorry - I couldn’t pack the toy that you wanted because I couldn’t find it”.","On the way to school, Dad tells Emma, “I’m so sorry - I couldn’t pack the toy that you wanted because I couldn’t find it”.","ToM-scene-12-instruct4

Sheet: translation-items-v2"
1112,ToM-scene-12-q4-reality_check,,What toy does Emma want?,What toy does Emma want?,What toy does Emma want?,"ToM-scene-12-q4-reality_check

Sheet: translation-items-v2"
1113,ToM-scene-12-q5-reality_check,,What toy did Dad pack for Emma?,What toy did Dad pack for Emma?,What toy did Dad pack for Emma?,"ToM-scene-12-q5-reality_check

Sheet: translation-items-v2"
1114,ToM-scene-12-instruct5,,Emma is very happy to play with her ball.,Emma is very happy to play with her ball.,Emma is very happy to play with her ball.,"ToM-scene-12-instruct5

Sheet: translation-items-v2"
